Political Subdivision,Election Date,Election Name,Total Provisional Ballots,Total Provisional Ballots Counted,Precinct Number,Race Name,Candidate Name,Party Code,Early Votes,Election Votes
,,,,,,County Treasurer,Total,,,43
,,,,,,County Treasurer,Overvotes,,,0
,,,,,,County Treasurer,Undervotes,,,1
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,,,,
,,,,,,County Surveyor,Seth M. Fullilove,,,36
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,Total,,,36
,,,,,,County Surveyor,Overvotes,,,0
,,,,,,County Surveyor,Undervotes,,,8
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,,,,
,,,,,,"County Commissioner, Precinct No. 4","Collie Boatright, Jr.",,,31
,,,,,,"County Commissioner, Precinct No. 4",,,,
,,,,,,"County Commissioner, Precinct No. 4",Total,,,31
,,,,,,"County Commissioner, Precinct No. 4",Overvotes,,,0
,,,,,,"County Commissioner, Precinct No. 4",Undervotes,,,13
,,,,,,"County Commissioner, Precinct No. 4",,,,
,,,,,,"County Commissioner, Precinct No. 4",,,,
,,,,,,"Justice of the Peace, Precinct No. 1",Deidra D. Voigt,,,37
,,,,,,"Justice of the Peace, Precinct No. 1",,,,
,,,,,,"Justice of the Peace, Precinct No. 1",Total,,,37
,,,,,,"Justice of the Peace, Precinct No. 1",Overvotes,,,0
,,,,,,"Justice of the Peace, Precinct No. 1",Undervotes,,,7
,,,,,,"Justice of the Peace, Precinct No. 1",,,,
,,,,,,"Justice of the Peace, Precinct No. 1",,,,
,,,,,,County Chairman,Richard A. Green Sr.,,,32
,,,,,,County Chairman,,,,
,,,,,,County Chairman,Total,,,32
,,,,,,County Chairman,Overvotes,,,0
,,,,,,County Chairman,Undervotes,,,12
,,,,,,County Chairman,,,,
,,,,,,County Chairman,,,,
,,,,,,Proposition 1 Rep,Yes,,,31
,,,,,,Proposition 1 Rep,No,,,10
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,Total ,,,41
,,,,,,Proposition 1 Rep,Overvotes,,,0
,,,,,,Proposition 1 Rep,Undervotes,,,3
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 2 Rep,Yes,,,39
,,,,,,Proposition 2 Rep,No,,,3
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,Total ,,,41
,,,,,,Proposition 2 Rep,Overvotes,,,0
,,,,,,Proposition 2 Rep,Undervotes,,,2
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 3 Rep,Yes,,,33
,,,,,,Proposition 3 Rep,No,,,8
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,Total ,,,41
,,,,,,Proposition 3 Rep,Overvotes,,,0
,,,,,,Proposition 3 Rep,Undervotes,,,3
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 4 Rep,Yes,,,39
,,,,,,Proposition 4 Rep,No,,,3
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,Total,,,42
,,,,,,Proposition 4 Rep,Overvotes ,,,0
,,,,,,Proposition 4 Rep,Undervotes,,,2
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 5 Rep,Yes,,,31
,,,,,,Proposition 5 Rep,No,,,9
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,Total,,,40
,,,,,,Proposition 5 Rep,Overvotes,,,0
,,,,,,Proposition 5 Rep,Undervotes,,,4
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 6 Rep,Yes,,,40
,,,,,,Proposition 6 Rep,No,,,1
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,Total,,,41
,,,,,,Proposition 6 Rep,Overvotes,,,0
,,,,,,Proposition 6 Rep,Undervotes,,,3
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 7 Rep,Yes,,,30
,,,,,,Proposition 7 Rep,No,,,9
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,Total,,,39
,,,,,,Proposition 7 Rep,Overvotes,,,0
,,,,,,Proposition 7 Rep,Undervotes,,,5
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 8 Rep,Yes,,,42
,,,,,,Proposition 8 Rep,No,,,0
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,Total,,,42
,,,,,,Proposition 8 Rep,Overvotes,,,0
,,,,,,Proposition 8 Rep,Undervotes,,,2
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 9 Rep,Yes,,,33
,,,,,,Proposition 9 Rep,No,,,8
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,Total,,,41
,,,,,,Proposition 9 Rep,Overvotes,,,0
,,,,,,Proposition 9 Rep,Undervotes,,,3
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 10 Rep,Yes,,,40
,,,,,,Proposition 10 Rep,No,,,1
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 10 Rep,Total,,,41
,,,,,,Proposition 10 Rep,Overvotes,,,0
,,,,,,Proposition 10 Rep,Undervotes,,,3
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 11 Rep,Yes,,,36
,,,,,13,Proposition 11 Rep,No,,,6
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,Total,,,42
,,,,,,Proposition 11 Rep,Overvotes,,,0
,,,,,,Proposition 11 Rep,Undervotes,,,2
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,,,,
,,,,,,United State Senator,Bruce Jacobson Jr.,,,2
,,,,,,United State Senator,Red Cruz,,,60
,,,,,,United State Senator,Mary Miller,,,2
,,,,,,United State Senator,Stefano De Stefano,,,0
,,,,,,United State Senator,Geraldine Sam,,,1
,,,,,,United State Senator,,,,
,,,,,,United State Senator,Total,,,65
,,,,,,United State Senator,Overvotes,,,1
,,,,,,United State Senator,Undervotes,,,0
,,,,,,United State Senator,,,,
,,,,,,United State Senator,,,,
,,,,,,"US Representative, District 34",Rey Gonzalez,,,52
,,,,,,"US Representative, District 34",,,,
,,,,,,"US Representative, District 34",Total,,,52
,,,,,,"US Representative, District 34",Overvotes,,,0
,,,,,,"US Representative, District 34",Undervotes,,,14
,,,,,,"US Representative, District 34",,,,
,,,,,,"US Representative, District 34",,,,
,,,,,,Governor,Greg Abbott,,,60
,,,,,,Governor,Barbara Krueger,,,5
,,,,,,Governor,SECEDE Kilgore,,,0
,,,,,,Governor,,,,
,,,,,,Governor,Total,,,65
,,,,,,Governor,Overvotes,,,0
,,,,,,Governor,Undervotes,,,1
,,,,,,Governor,,,,
,,,,,,Governor,,,,
,,,,,,Lieutenant Governor,Scott Milder,,,14
,,,,,,Lieutenant Governor,Dan Patrick,,,48
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,Total,,,62
,,,,,,Lieutenant Governor,Overvotes,,,0
,,,,,,Lieutenant Governor,Undervotes,,,4
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,,,,
,,,,,,Attorney General,Ken Paxton,,,54
,,,,,,Attorney General,,,,
,,,,,,Attorney General,Total,,,54
,,,,,,Attorney General,Overvotes,,,0
,,,,,,Attorney General,Undervotes,,,12
,,,,,,Attorney General,,,,
,,,,,,Attorney General,,,,
,,,,,,Comptroller of Public Accounts,Glenn Hegar,,,52
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,Total,,,52
,,,,,,Comptroller of Public Accounts,Overvotes,,,0
,,,,,,Comptroller of Public Accounts,Undervotes,,,14
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Commissioner of the General Land Office,George P. Bush,,,38
,,,,,,Commissioner of the General Land Office,Jerry Patterson,,,16
,,,,,,Commissioner of the General Land Office,Rick Range,,,4
,,,,,,Commissioner of the General Land Office,Davey Edwards,,,0
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,Total,,,58
,,,,,,Commissioner of the General Land Office,Overvotes,,,1
,,,,,,Commissioner of the General Land Office,Undervotes,,,7
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of Agriculture,Trey Blocker,,,14
,,,,,,Commissioner of Agriculture,Jim Hogan,,,9
,,,,,,Commissioner of Agriculture,Sid Miller,,,34
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,Total ,,,57
,,,,,,Commissioner of Agriculture,Overvotes,,,0
,,,,,,Commissioner of Agriculture,Undervotes,,,9
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Railroad Commissioner,Weston Martinez,,,13
,,,,,,Railroad Commissioner,Christi Craddick,,,45
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,Total,,,58
,,,,,,Railroad Commissioner,Overvotes,,,0
,,,,,,Railroad Commissioner,Undervotes,,,8
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,,,,
,,,,,,"Justice, Supreme Court, Place 2",Jimmy Blacklock,,,48
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",Total,,,48
,,,,,,"Justice, Supreme Court, Place 2",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 2",Undervotes,,,18
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 4",John Devine,,,48
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",Total,,,48
,,,,,,"Justice, Supreme Court, Place 4",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 4",Undervotes,,,18
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 6",Jeff Brown,,,49
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",Total,,,49
,,,,,,"Justice, Supreme Court, Place 6",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 6",Undervotes,,,17
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",David Bridges,,,33
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Sharon Keller,,,18
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Total,,,51
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Overvotes,,,0
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Undervotes,,,15
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Barbara Parker Hervey,,,47
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Total,,,47
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Undervotes,,,19
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Jay Brandon,,,23
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Dib Waldrip,,,12
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Michelle Slaughter,,,18
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Total,,,53
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Undervotes,,,13
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"State Representative, District 17",John P. Cyrier,,,55
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",Total,,,55
,,,,,,"State Representative, District 17",Overvotes,,,0
,,,,,,"State Representative, District 17",Undervotes,,,11
,,,,,,"State Representative, District 17",,,,
,,,,,,"State Representative, District 17",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Ernie Aliseda,,,45
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Total,,,45
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Overvotes,,,0
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",Undervotes,,,21
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Chief Justice, 13th Ct of Appeals Dist",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Greg Perkes,,,47
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Total,,,47
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",Undervotes,,,19
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 2",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Jaime Tijerina,,,46
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Total,,,46
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",Undervotes,,,20
,,,,,,"Justice, 13th Ct of App Dist, Pl 4",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Clarissa Silva,,,43
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Total,,,43
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Overvotes,,,0
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",Undervotes,,,23
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,"Justice, 13th Ct of App Dist, Pl 5",,,,
,,,,,,County Judge,Patrick (Pat) Davis,,,56
,,,,,,County Judge,,,,
,,,,,,County Judge,Total,,,56
,,,,,,County Judge,Overvotes,,,0
,,,,,,County Judge,Undervotes,,,10
,,,,,,County Judge,,,,
,,,,,,County Judge,,,,
,,,,,,Districk Clerk,Janice Sutton,,,56
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,Total,,,56
,,,,,,Districk Clerk,Overvotes,,,0
,,,,,,Districk Clerk,Undervotes,,,10
,,,,,,Districk Clerk,,,,
,,,,,,Districk Clerk,,,,
,,,,,,County Clerk,Lona Ackman,,,55
,,,,,,County Clerk,,,,
,,,,,,County Clerk,Total,,,55
,,,,,,County Clerk,Overvotes,,,0
,,,,,,County Clerk,Undervotes,,,11
,,,,,,County Clerk,,,,
,,,,,,County Clerk,,,,
,,,,,,County Treasurer,Sheryl Barborak,,,27
,,,,,,County Treasurer,Jo Ann Mercer,,,36
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,Total,,,63
,,,,,,County Treasurer,Overvotes,,,0
,,,,,,County Treasurer,Undervotes,,,3
,,,,,,County Treasurer,,,,
,,,,,,County Treasurer,,,,
,,,,,,County Surveyor,Seth M. Fullilove,,,55
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,Total,,,55
,,,,,,County Surveyor,Overvotes,,,0
,,,,,,County Surveyor,Undervotes,,,11
,,,,,,County Surveyor,,,,
,,,,,,County Surveyor,,,,
,,,,,,"County Commissioner, Precinct No. 4","Collie Boatright, Jr.",,,55
,,,,,,"County Commissioner, Precinct No. 4",,,,
,,,,,,"County Commissioner, Precinct No. 4",Total,,,55
,,,,,,"County Commissioner, Precinct No. 4",Overvotes,,,0
,,,,,,"County Commissioner, Precinct No. 4",Undervotes,,,11
,,,,,,"County Commissioner, Precinct No. 4",,,,
,,,,,,"County Commissioner, Precinct No. 4",,,,
,,,,,,"Justice of the Peace, Precinct No. 4",Darryl J. Becker,,,57
,,,,,,"Justice of the Peace, Precinct No. 4",,,,
,,,,,,"Justice of the Peace, Precinct No. 4",Total,,,57
,,,,,,"Justice of the Peace, Precinct No. 4",Overvotes,,,0
,,,,,,"Justice of the Peace, Precinct No. 4",Undervotes,,,9
,,,,,,"Justice of the Peace, Precinct No. 4",,,,
,,,,,,"Justice of the Peace, Precinct No. 4",,,,
,,,,,,County Chairman,Richard A. Green Sr.,,,50
,,,,,,County Chairman,,,,
,,,,,,County Chairman,Total,,,50
,,,,,,County Chairman,Overvotes,,,0
,,,,,,County Chairman,Undervotes,,,16
,,,,,,County Chairman,,,,
,,,,,,County Chairman,,,,
,,,,,,Proposition 1 Rep,Yes,,,45
,,,,,,Proposition 1 Rep,No,,,13
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,Total ,,,58
,,,,,,Proposition 1 Rep,Overvotes,,,0
,,,,,,Proposition 1 Rep,Undervotes,,,8
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 1 Rep,,,,
,,,,,,Proposition 2 Rep,Yes,,,58
,,,,,,Proposition 2 Rep,No,,,3
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,Total ,,,61
,,,,,,Proposition 2 Rep,Overvotes,,,0
,,,,,,Proposition 2 Rep,Undervotes,,,5
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 2 Rep,,,,
,,,,,,Proposition 3 Rep,Yes,,,57
,,,,,,Proposition 3 Rep,No,,,4
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,Total ,,,61
,,,,,,Proposition 3 Rep,Overvotes,,,0
,,,,,,Proposition 3 Rep,Undervotes,,,5
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 3 Rep,,,,
,,,,,,Proposition 4 Rep,Yes,,,58
,,,,,,Proposition 4 Rep,No,,,4
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,Total,,,62
,,,,,,Proposition 4 Rep,Overvotes ,,,0
,,,,,,Proposition 4 Rep,Undervotes,,,4
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 4 Rep,,,,
,,,,,,Proposition 5 Rep,Yes,,,53
,,,,,,Proposition 5 Rep,No,,,6
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,Total,,,59
,,,,,,Proposition 5 Rep,Overvotes,,,0
,,,,,,Proposition 5 Rep,Undervotes,,,7
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 5 Rep,,,,
,,,,,,Proposition 6 Rep,Yes,,,62
,,,,,,Proposition 6 Rep,No,,,1
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,Total,,,63
,,,,,,Proposition 6 Rep,Overvotes,,,0
,,,,,,Proposition 6 Rep,Undervotes,,,3
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 6 Rep,,,,
,,,,,,Proposition 7 Rep,Yes,,,50
,,,,,,Proposition 7 Rep,No,,,9
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,Total,,,59
,,,,,,Proposition 7 Rep,Overvotes,,,0
,,,,,,Proposition 7 Rep,Undervotes,,,7
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 7 Rep,,,,
,,,,,,Proposition 8 Rep,Yes,,,60
,,,,,,Proposition 8 Rep,No,,,2
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,Total,,,62
,,,,,,Proposition 8 Rep,Overvotes,,,0
,,,,,,Proposition 8 Rep,Undervotes,,,4
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 8 Rep,,,,
,,,,,,Proposition 9 Rep,Yes,,,56
,,,,,,Proposition 9 Rep,No,,,6
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,Total,,,62
,,,,,,Proposition 9 Rep,Overvotes,,,0
,,,,,,Proposition 9 Rep,Undervotes,,,4
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 9 Rep,,,,
,,,,,,Proposition 10 Rep,Yes,,,56
,,,,,,Proposition 10 Rep,No,,,6
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 10 Rep,Total,,,62
,,,,,,Proposition 10 Rep,Overvotes,,,0
,,,,,,Proposition 10 Rep,Undervotes,,,4
,,,,,,Proposition 10 Rep,,,,
,,,,,,Proposition 11 Rep,Yes,,,56
,,,,,,Proposition 11 Rep,No,,,7
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,Total,,,63
,,,,,,Proposition 11 Rep,Overvotes,,,0
,,,,,,Proposition 11 Rep,Undervotes,,,3
,,,,,,Proposition 11 Rep,,,,
,,,,,,Proposition 11 Rep,,,,
,,,,,14,United State Senator,Bruce Jacobson Jr.,,,2
,,,,,,United State Senator,Red Cruz,,,30
,,,,,,United State Senator,Mary Miller,,,0
,,,,,,United State Senator,Stefano De Stefano,,,0
,,,,,,United State Senator,Geraldine Sam,,,0
,,,,,,United State Senator,,,,
,,,,,,United State Senator,Total,,,32
,,,,,,United State Senator,Overvotes,,,0
,,,,,,United State Senator,Undervotes,,,2
,,,,,,United State Senator,,,,
,,,,,,United State Senator,,,,
,,,,,,"US Representative, District 34",Rey Gonzalez,,,30
,,,,,,"US Representative, District 34",,,,
,,,,,,"US Representative, District 34",Total,,,30
,,,,,,"US Representative, District 34",Overvotes,,,0
,,,,,,"US Representative, District 34",Undervotes,,,4
,,,,,,"US Representative, District 34",,,,
,,,,,,"US Representative, District 34",,,,
,,,,,,Governor,Greg Abbott,,,33
,,,,,,Governor,Barbara Krueger,,,0
,,,,,,Governor,SECEDE Kilgore,,,1
,,,,,,Governor,,,,
,,,,,,Governor,Total,,,34
,,,,,,Governor,Overvotes,,,0
,,,,,,Governor,Undervotes,,,0
,,,,,,Governor,,,,
,,,,,,Governor,,,,
,,,,,,Lieutenant Governor,Scott Milder,,,8
,,,,,,Lieutenant Governor,Dan Patrick,,,24
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,Total,,,32
,,,,,,Lieutenant Governor,Overvotes,,,1
,,,,,,Lieutenant Governor,Undervotes,,,1
,,,,,,Lieutenant Governor,,,,
,,,,,,Lieutenant Governor,,,,
,,,,,,Attorney General,Ken Paxton,,,31
,,,,,,Attorney General,,,,
,,,,,,Attorney General,Total,,,31
,,,,,,Attorney General,Overvotes,,,0
,,,,,,Attorney General,Undervotes,,,3
,,,,,,Attorney General,,,,
,,,,,,Attorney General,,,,
,,,,,,Comptroller of Public Accounts,Glenn Hegar,,,31
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,Total,,,31
,,,,,,Comptroller of Public Accounts,Overvotes,,,0
,,,,,,Comptroller of Public Accounts,Undervotes,,,3
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Comptroller of Public Accounts,,,,
,,,,,,Commissioner of the General Land Office,George P. Bush,,,21
,,,,,,Commissioner of the General Land Office,Jerry Patterson,,,6
,,,,,,Commissioner of the General Land Office,Rick Range,,,3
,,,,,,Commissioner of the General Land Office,Davey Edwards,,,2
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,Total,,,32
,,,,,,Commissioner of the General Land Office,Overvotes,,,0
,,,,,,Commissioner of the General Land Office,Undervotes,,,2
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of the General Land Office,,,,
,,,,,,Commissioner of Agriculture,Trey Blocker,,,8
,,,,,,Commissioner of Agriculture,Jim Hogan,,,8
,,,,,,Commissioner of Agriculture,Sid Miller,,,14
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,Total ,,,30
,,,,,,Commissioner of Agriculture,Overvotes,,,0
,,,,,,Commissioner of Agriculture,Undervotes,,,4
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Commissioner of Agriculture,,,,
,,,,,,Railroad Commissioner,Weston Martinez,,,4
,,,,,,Railroad Commissioner,Christi Craddick,,,26
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,Total,,,30
,,,,,,Railroad Commissioner,Overvotes,,,1
,,,,,,Railroad Commissioner,Undervotes,,,3
,,,,,,Railroad Commissioner,,,,
,,,,,,Railroad Commissioner,,,,
,,,,,,"Justice, Supreme Court, Place 2",Jimmy Blacklock,,,28
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",Total,,,28
,,,,,,"Justice, Supreme Court, Place 2",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 2",Undervotes,,,6
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 2",,,,
,,,,,,"Justice, Supreme Court, Place 4",John Devine,,,28
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",Total,,,28
,,,,,,"Justice, Supreme Court, Place 4",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 4",Undervotes,,,6
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 4",,,,
,,,,,,"Justice, Supreme Court, Place 6",Jeff Brown,,,28
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",Total,,,28
,,,,,,"Justice, Supreme Court, Place 6",Overvotes,,,0
,,,,,,"Justice, Supreme Court, Place 6",Undervotes,,,6
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Justice, Supreme Court, Place 6",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",David Bridges,,,19
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Sharon Keller,,,10
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Total,,,29
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Overvotes,,,0
,,,,,,"Presiding Judge, Ct of Criminal Appeals",Undervotes,,,5
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Presiding Judge, Ct of Criminal Appeals",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Barbara Parker Hervey,,,28
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Total,,,28
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Overvotes,,,0
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",Undervotes,,,6
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 7",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Jay Brandon,,,10
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Dib Waldrip,,,6
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Michelle Slaughter,,,13
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",,,,
,,,,,,"Judge, Court of Criminal Appeals, Pl 8",Total,,,29
