Contest,Precinct,Choice,Votes,CastTotal,UnderVotes,OverVotes,InvalidVotes,RejectedCategoryName,RejectedWriteInVotes,UnresolvedCategoryName,UnresolvedWriteInVotes,VotingTypeName,BallotsCast,TotalBallotsCast,RegisteredVotes,TurnoutPercentage
Attorney General - DEMOCRATIC PARTY,18,,,22,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,9,28,732,3.83 %
Attorney General - DEMOCRATIC PARTY,19,Justin Nelson,79,79,16,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,95,5191,1.83 %
Attorney General - DEMOCRATIC PARTY,19,,,79,16,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,22,95,5191,1.83 %
Attorney General - DEMOCRATIC PARTY,19,,,79,16,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,62,95,5191,1.83 %
Attorney General - DEMOCRATIC PARTY,19,,,79,16,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,95,5191,1.83 %
Attorney General - DEMOCRATIC PARTY,20,Justin Nelson,62,62,20,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,82,5223,1.57 %
Attorney General - DEMOCRATIC PARTY,20,,,62,20,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,13,82,5223,1.57 %
Attorney General - DEMOCRATIC PARTY,20,,,62,20,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,58,82,5223,1.57 %
Attorney General - DEMOCRATIC PARTY,20,,,62,20,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,82,5223,1.57 %
Attorney General - DEMOCRATIC PARTY,21,Justin Nelson,21,21,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,24,1228,1.95 %
Attorney General - DEMOCRATIC PARTY,21,,,21,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,7,24,1228,1.95 %
Attorney General - DEMOCRATIC PARTY,21,,,21,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,24,1228,1.95 %
Attorney General - DEMOCRATIC PARTY,21,,,21,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,12,24,1228,1.95 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,1,Joi Chevalier,2,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,406,1.97 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,1,Tim Mahoney,4,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,406,1.97 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,1,,,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,4,8,406,1.97 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,1,,,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,8,406,1.97 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,1,,,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,8,406,1.97 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,2,Joi Chevalier,4,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,528,1.52 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,2,Tim Mahoney,4,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,528,1.52 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,2,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,2,8,528,1.52 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,2,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,8,528,1.52 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,2,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,6,8,528,1.52 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,3,Joi Chevalier,15,34,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,39,1815,2.15 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,3,Tim Mahoney,19,34,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,39,1815,2.15 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,3,,,34,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,39,1815,2.15 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,3,,,34,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,39,1815,2.15 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,3,,,34,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,13,39,1815,2.15 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,4,Joi Chevalier,22,33,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,41,1515,2.71 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,4,Tim Mahoney,11,33,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,41,1515,2.71 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,4,,,33,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,15,41,1515,2.71 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,4,,,33,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,8,41,1515,2.71 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,4,,,33,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,18,41,1515,2.71 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,5,Joi Chevalier,39,66,10,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,76,2675,2.84 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,5,Tim Mahoney,27,66,10,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,76,2675,2.84 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,5,,,66,10,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,38,76,2675,2.84 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,5,,,66,10,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,14,76,2675,2.84 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,5,,,66,10,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,24,76,2675,2.84 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,6,Joi Chevalier,58,131,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,146,4617,3.16 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,6,Tim Mahoney,73,131,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,146,4617,3.16 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,6,,,131,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,51,146,4617,3.16 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,6,,,131,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,26,146,4617,3.16 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,6,,,131,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,69,146,4617,3.16 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,7,Joi Chevalier,9,18,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,22,728,3.02 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,7,Tim Mahoney,9,18,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,22,728,3.02 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,7,,,18,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,13,22,728,3.02 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,7,,,18,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,22,728,3.02 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,7,,,18,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,7,22,728,3.02 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,8,Joi Chevalier,15,32,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,40,1112,3.60 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,8,Tim Mahoney,17,32,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,40,1112,3.60 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,8,,,32,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,40,1112,3.60 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,8,,,32,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,10,40,1112,3.60 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,8,,,32,8,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,6,40,1112,3.60 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,9,Joi Chevalier,8,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,809,2.35 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,9,Tim Mahoney,8,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,809,2.35 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,9,,,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,12,19,809,2.35 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,9,,,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,19,809,2.35 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,9,,,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,5,19,809,2.35 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,10,Joi Chevalier,13,52,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,57,2313,2.46 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,10,Tim Mahoney,39,52,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,57,2313,2.46 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,10,,,52,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,33,57,2313,2.46 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,10,,,52,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,7,57,2313,2.46 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,10,,,52,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,17,57,2313,2.46 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,11,Joi Chevalier,3,8,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,377,2.65 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,11,Tim Mahoney,5,8,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,377,2.65 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,11,,,8,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,6,10,377,2.65 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,11,,,8,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,10,377,2.65 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,11,,,8,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,3,10,377,2.65 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,12,Joi Chevalier,7,17,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,335,5.67 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,12,Tim Mahoney,10,17,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,335,5.67 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,12,,,17,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,17,19,335,5.67 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,12,,,17,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,19,335,5.67 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,12,,,17,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,19,335,5.67 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,13,Joi Chevalier,2,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,6,400,1.50 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,13,Tim Mahoney,4,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,6,400,1.50 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,3,6,400,1.50 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,6,400,1.50 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,13,,,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,6,400,1.50 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,14,Joi Chevalier,9,20,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,20,1009,1.98 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,14,Tim Mahoney,11,20,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,20,1009,1.98 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,14,,,20,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,8,20,1009,1.98 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,14,,,20,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,20,1009,1.98 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,14,,,20,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,9,20,1009,1.98 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,15,Joi Chevalier,2,8,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,1163,0.86 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,15,Tim Mahoney,6,8,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,10,1163,0.86 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,15,,,8,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,4,10,1163,0.86 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,15,,,8,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,10,1163,0.86 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,15,,,8,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,5,10,1163,0.86 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,16,Joi Chevalier,29,59,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,63,4165,1.51 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,16,Tim Mahoney,30,59,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,63,4165,1.51 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,16,,,59,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,16,63,4165,1.51 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,16,,,59,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,21,63,4165,1.51 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,16,,,59,4,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,26,63,4165,1.51 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,17,Joi Chevalier,8,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,1248,1.52 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,17,Tim Mahoney,8,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,19,1248,1.52 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,17,,,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,5,19,1248,1.52 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,17,,,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,19,1248,1.52 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,17,,,16,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,19,1248,1.52 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,18,Joi Chevalier,11,23,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,28,732,3.83 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,18,Tim Mahoney,12,23,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,28,732,3.83 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,18,,,23,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,14,28,732,3.83 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,18,,,23,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,28,732,3.83 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,18,,,23,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,9,28,732,3.83 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,19,Joi Chevalier,58,83,12,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,95,5191,1.83 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,19,Tim Mahoney,25,83,12,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,95,5191,1.83 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,19,,,83,12,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,22,95,5191,1.83 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,19,,,83,12,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,62,95,5191,1.83 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,19,,,83,12,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,95,5191,1.83 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,20,Joi Chevalier,49,67,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,82,5223,1.57 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,20,Tim Mahoney,18,67,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,82,5223,1.57 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,20,,,67,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,13,82,5223,1.57 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,20,,,67,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,58,82,5223,1.57 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,20,,,67,15,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,11,82,5223,1.57 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,21,Joi Chevalier,15,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,24,1228,1.95 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,21,Tim Mahoney,8,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,24,1228,1.95 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,21,,,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,7,24,1228,1.95 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,21,,,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,24,1228,1.95 %
Comptroller of Public Accounts - DEMOCRATIC PARTY,21,,,23,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,12,24,1228,1.95 %
Commissioner of the General Land Office - DEMOCRATIC PARTY,1,Miguel Suazo,2,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,406,1.97 %
Commissioner of the General Land Office - DEMOCRATIC PARTY,1,Tex Morgan,4,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,406,1.97 %
Commissioner of the General Land Office - DEMOCRATIC PARTY,1,,,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,4,8,406,1.97 %
Commissioner of the General Land Office - DEMOCRATIC PARTY,1,,,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,8,406,1.97 %
Commissioner of the General Land Office - DEMOCRATIC PARTY,1,,,6,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,1,8,406,1.97 %
Commissioner of the General Land Office - DEMOCRATIC PARTY,2,Miguel Suazo,4,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,528,1.52 %
Commissioner of the General Land Office - DEMOCRATIC PARTY,2,Tex Morgan,4,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,8,528,1.52 %
Commissioner of the General Land Office - DEMOCRATIC PARTY,2,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,2,8,528,1.52 %
Commissioner of the General Land Office - DEMOCRATIC PARTY,2,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,8,528,1.52 %
Commissioner of the General Land Office - DEMOCRATIC PARTY,2,,,8,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Early Voting Ballots Cast,6,8,528,1.52 %
Commissioner of the General Land Office - DEMOCRATIC PARTY,3,Miguel Suazo,11,36,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,39,1815,2.15 %
Commissioner of the General Land Office - DEMOCRATIC PARTY,3,Tex Morgan,25,36,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,,,39,1815,2.15 %
Commissioner of the General Land Office - DEMOCRATIC PARTY,3,,,36,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Election Day Voting Ballots Cast,24,39,1815,2.15 %
Commissioner of the General Land Office - DEMOCRATIC PARTY,3,,,36,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,39,1815,2.15 %
